occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
technical_specialist,35,high_school,single,mobile,August,11,444,3,unidentified,1
jobless,33,high_school,married,unidentified,May,9,145,2,unidentified,0
domestic_worker,58,elementary_school,married,mobile,August,28,507,8,unidentified,0
executive,42,college,married,mobile,May,7,1148,1,unidentified,1
executive,38,college,married,mobile,September,15,385,3,unsuccessful,1
executive,44,unidentified,married,mobile,October,6,296,3,unidentified,1
technical_specialist,45,high_school,married,mobile,August,18,149,5,unidentified,0
service_worker,46,high_school,married,mobile,August,28,74,6,unidentified,0
service_worker,39,high_school,married,unidentified,March,5,257,1,unsuccessful,1
administrative_staff,38,high_school,divorced,unidentified,May,26,431,2,unidentified,1
retired_worker,62,high_school,married,mobile,August,3,187,2,successful,1
technical_specialist,29,high_school,single,unidentified,May,27,340,1,unidentified,0
service_worker,44,high_school,married,mobile,April,14,356,1,unsuccessful,0
student,24,high_school,single,mobile,April,30,567,2,unidentified,1
administrative_staff,49,high_school,divorced,mobile,July,23,216,8,unidentified,0
executive,32,college,single,mobile,October,30,160,1,unidentified,0
retired_worker,73,unidentified,married,landline,February,26,270,3,successful,1
administrative_staff,31,high_school,married,mobile,July,3,147,2,unsuccessful,0
executive,51,high_school,married,unidentified,June,19,64,1,unidentified,0
retired_worker,67,high_school,married,mobile,April,8,245,1,unidentified,1
technical_specialist,37,high_school,single,unidentified,May,28,85,1,unidentified,0
administrative_staff,24,high_school,single,mobile,July,22,355,2,successful,1
administrative_staff,48,high_school,married,unidentified,June,2,56,3,unidentified,0
manual_worker,52,elementary_school,married,mobile,July,3,1007,6,unidentified,1
executive,44,college,married,landline,November,21,1074,1,unidentified,1
executive,66,high_school,married,mobile,May,12,457,2,successful,1
executive,34,college,married,mobile,August,8,94,2,unidentified,0
administrative_staff,41,high_school,married,unidentified,May,8,1120,2,unidentified,1
executive,57,college,married,mobile,March,6,227,1,unidentified,1
executive,44,college,single,unidentified,June,12,312,2,unidentified,0
manual_worker,36,college,single,mobile,July,15,185,5,unsuccessful,0
business_owner,53,elementary_school,married,landline,September,10,230,3,unidentified,1
executive,33,college,married,mobile,April,30,1373,2,unidentified,1
student,25,high_school,single,mobile,May,26,226,2,unidentified,1
executive,48,college,divorced,mobile,November,17,78,1,unidentified,0
technical_specialist,33,high_school,married,mobile,August,19,78,3,unidentified,0
service_worker,48,high_school,married,unidentified,June,9,63,1,unidentified,0
executive,40,college,married,mobile,May,6,1074,4,unsuccessful,1
executive,54,college,married,unidentified,May,27,119,2,unidentified,0
administrative_staff,50,high_school,married,mobile,May,14,196,8,successful,1
manual_worker,38,unidentified,married,mobile,July,22,233,1,unidentified,0
independent_worker,47,college,married,mobile,October,6,808,1,unidentified,1
administrative_staff,45,high_school,married,unidentified,May,12,539,1,unidentified,0
executive,47,college,married,unidentified,June,20,92,3,unidentified,0
student,22,high_school,single,mobile,January,13,143,2,unidentified,1
service_worker,29,high_school,married,mobile,July,14,246,2,unidentified,0
retired_worker,59,unidentified,married,unidentified,June,11,1199,1,unidentified,1
technical_specialist,38,high_school,married,mobile,November,20,415,1,unidentified,0
executive,31,college,single,mobile,November,21,37,2,unsuccessful,0
jobless,37,college,married,mobile,February,4,62,1,unidentified,0
service_worker,40,elementary_school,divorced,mobile,May,7,171,2,unidentified,0
retired_worker,53,elementary_school,divorced,mobile,July,14,319,3,unidentified,0
executive,53,college,divorced,landline,July,23,203,2,unidentified,0
technical_specialist,35,college,married,mobile,June,2,250,2,unidentified,1
business_owner,31,high_school,married,mobile,January,29,161,3,unsuccessful,0
student,30,college,single,mobile,May,14,23,1,unidentified,0
student,28,high_school,single,mobile,January,30,532,2,unidentified,1
administrative_staff,28,high_school,single,mobile,May,18,2301,1,unidentified,1
business_owner,58,high_school,married,mobile,April,22,132,1,unidentified,1
manual_worker,44,high_school,married,mobile,July,30,166,4,unidentified,0
executive,42,high_school,divorced,mobile,July,23,761,1,unidentified,1
manual_worker,29,high_school,married,unidentified,May,13,50,1,unidentified,0
administrative_staff,41,elementary_school,married,mobile,November,17,487,1,unidentified,0
technical_specialist,34,high_school,single,mobile,January,30,89,1,unidentified,0
executive,32,college,married,mobile,July,9,1014,1,unidentified,1
executive,27,high_school,single,unidentified,June,3,732,2,unidentified,1
executive,39,college,single,mobile,July,31,153,20,unidentified,0
technical_specialist,30,high_school,single,mobile,June,4,204,2,successful,1
administrative_staff,45,high_school,married,mobile,February,3,373,1,successful,1
technical_specialist,38,college,single,mobile,June,1,232,2,unidentified,1
student,22,high_school,single,mobile,February,8,363,1,successful,1
manual_worker,49,high_school,married,mobile,July,11,1060,2,unidentified,1
technical_specialist,30,college,single,mobile,October,22,127,3,unsuccessful,1
manual_worker,34,high_school,single,mobile,July,7,273,5,unidentified,0
student,23,high_school,single,unidentified,May,9,97,1,unidentified,0
retired_worker,83,elementary_school,married,landline,September,22,773,1,successful,1
administrative_staff,28,high_school,single,unidentified,May,26,741,6,unidentified,1
service_worker,34,high_school,married,mobile,April,17,208,1,unsuccessful,0
technical_specialist,38,high_school,married,mobile,July,22,1545,1,unidentified,1
service_worker,35,high_school,single,mobile,April,16,327,1,unidentified,0
executive,65,high_school,married,mobile,April,15,223,2,unidentified,1
manual_worker,38,high_school,divorced,mobile,October,21,576,1,successful,1
retired_worker,73,elementary_school,married,mobile,March,9,176,1,unidentified,1
technical_specialist,42,high_school,divorced,unidentified,May,30,224,5,unidentified,0
manual_worker,27,high_school,married,unidentified,June,4,49,1,unidentified,0
administrative_staff,30,high_school,single,mobile,April,30,437,1,successful,1
business_owner,57,unidentified,married,unidentified,June,12,344,1,unidentified,0
administrative_staff,58,high_school,married,landline,July,14,83,2,unidentified,0
manual_worker,42,elementary_school,married,mobile,July,17,71,1,unidentified,0
administrative_staff,54,college,married,unidentified,May,5,673,2,unidentified,1
manual_worker,59,unidentified,divorced,unidentified,May,6,26,1,unidentified,0
manual_worker,48,elementary_school,married,mobile,August,18,98,12,unidentified,0
executive,45,college,single,mobile,October,18,310,1,unsuccessful,1
business_owner,36,high_school,married,mobile,November,18,309,1,unidentified,0
technical_specialist,38,high_school,divorced,mobile,April,16,867,1,unidentified,0
technical_specialist,34,college,single,mobile,April,15,540,3,successful,0
administrative_staff,37,high_school,married,landline,April,6,1353,2,successful,1
administrative_staff,37,college,married,mobile,November,17,65,2,unsuccessful,0
jobless,36,elementary_school,divorced,landline,July,4,304,3,unidentified,0
manual_worker,59,elementary_school,divorced,unidentified,May,19,63,1,unidentified,0
technical_specialist,46,high_school,married,unidentified,June,16,750,2,unidentified,1
technical_specialist,38,high_school,married,mobile,May,26,332,1,unidentified,1
technical_specialist,28,college,single,mobile,May,18,11,4,other_outcome,0
service_worker,39,high_school,single,mobile,September,3,213,1,successful,1
retired_worker,51,elementary_school,married,landline,July,25,1946,4,unidentified,1
retired_worker,41,elementary_school,divorced,unidentified,May,15,1156,2,unidentified,1
jobless,47,elementary_school,married,mobile,November,21,108,1,unidentified,0
administrative_staff,49,high_school,single,mobile,June,28,452,1,unidentified,1
manual_worker,60,high_school,married,unidentified,May,14,115,3,unidentified,0
manual_worker,48,elementary_school,married,mobile,August,5,348,1,unidentified,0
administrative_staff,38,high_school,married,mobile,December,28,473,2,unsuccessful,1
technical_specialist,56,elementary_school,single,landline,February,6,124,2,other_outcome,0
technical_specialist,40,high_school,married,mobile,April,8,179,2,unidentified,0
administrative_staff,41,high_school,married,mobile,July,23,1360,4,unidentified,1
executive,28,college,single,mobile,February,4,181,4,successful,0
technical_specialist,52,high_school,married,mobile,November,17,255,1,unidentified,1
administrative_staff,36,high_school,married,mobile,February,2,236,2,other_outcome,0
student,19,high_school,single,landline,July,8,444,3,unidentified,1
administrative_staff,27,high_school,single,mobile,April,12,339,1,other_outcome,0
manual_worker,56,high_school,divorced,mobile,April,20,189,2,unidentified,0
technical_specialist,33,college,single,mobile,July,18,1127,3,unidentified,1
executive,36,college,married,unidentified,May,21,958,2,unidentified,1
business_owner,58,college,married,mobile,November,21,65,1,unidentified,0
executive,29,college,single,mobile,February,5,217,1,unidentified,0
retired_worker,75,high_school,married,mobile,February,11,515,1,unsuccessful,1
technical_specialist,41,high_school,divorced,mobile,August,29,88,2,unidentified,0
executive,41,high_school,single,mobile,May,12,128,2,unidentified,0
administrative_staff,32,high_school,married,mobile,April,9,236,1,unsuccessful,0
manual_worker,59,high_school,married,unidentified,May,16,181,3,unidentified,0
service_worker,34,high_school,single,mobile,April,17,112,1,unsuccessful,0
retired_worker,55,college,married,mobile,August,11,526,1,unsuccessful,0
administrative_staff,43,high_school,married,mobile,July,30,782,8,unidentified,1
administrative_staff,33,high_school,married,mobile,November,19,193,2,unidentified,0
administrative_staff,34,college,single,unidentified,August,31,34,1,unidentified,1
business_owner,36,college,divorced,mobile,June,9,993,4,successful,1
administrative_staff,47,unidentified,married,mobile,August,7,358,1,unidentified,1
service_worker,24,high_school,single,unidentified,May,13,1000,1,unidentified,1
executive,43,college,married,mobile,November,16,380,1,unsuccessful,1
unidentified,31,high_school,married,mobile,August,20,70,2,unidentified,0
executive,31,college,single,mobile,July,16,225,2,unidentified,0
executive,54,college,married,mobile,June,2,122,2,unsuccessful,0
executive,36,college,divorced,mobile,August,22,131,2,unidentified,0
administrative_staff,37,high_school,single,unidentified,May,7,732,2,unidentified,1
administrative_staff,23,high_school,single,unidentified,May,27,330,2,unidentified,0
service_worker,31,high_school,divorced,unidentified,May,26,283,1,unidentified,0
service_worker,57,elementary_school,divorced,unidentified,June,9,144,3,unidentified,0
jobless,31,college,single,unidentified,May,23,154,2,unidentified,0
technical_specialist,34,college,divorced,mobile,May,15,239,1,unidentified,0
administrative_staff,31,college,single,mobile,November,17,173,1,unidentified,0
manual_worker,28,high_school,single,mobile,July,8,681,1,unidentified,1
independent_worker,28,college,single,unidentified,May,26,1560,2,unidentified,1
retired_worker,56,college,divorced,mobile,July,21,854,1,unidentified,1
executive,39,college,divorced,mobile,November,21,648,1,unidentified,1
technical_specialist,33,high_school,married,mobile,August,12,439,4,unidentified,1
technical_specialist,45,college,married,unidentified,June,19,835,3,unidentified,1
business_owner,44,college,married,mobile,August,10,412,1,unidentified,1
technical_specialist,37,high_school,single,mobile,August,8,1306,5,unidentified,1
executive,55,college,married,landline,June,16,64,1,unidentified,0
administrative_staff,55,unidentified,married,mobile,April,9,394,1,unidentified,1
executive,39,high_school,married,mobile,August,11,1141,4,unidentified,1
executive,26,college,single,mobile,July,23,167,1,unidentified,0
service_worker,47,high_school,married,unidentified,May,14,95,6,unidentified,0
independent_worker,51,college,married,mobile,November,21,8,3,unidentified,0
executive,52,college,married,mobile,April,15,238,3,unsuccessful,0
technical_specialist,48,high_school,married,unidentified,May,6,142,3,unidentified,0
technical_specialist,31,high_school,single,mobile,February,2,381,1,unidentified,0
executive,30,high_school,single,unidentified,June,2,175,2,unidentified,0
administrative_staff,36,college,married,unidentified,June,20,11,4,unidentified,0
executive,59,high_school,married,unidentified,June,9,3881,3,unidentified,1
student,22,high_school,single,mobile,May,13,200,1,unidentified,0
service_worker,26,high_school,single,landline,February,6,254,1,unidentified,0
technical_specialist,30,high_school,single,mobile,May,25,157,4,unsuccessful,0
retired_worker,59,high_school,divorced,mobile,July,30,761,4,unidentified,1
technical_specialist,42,high_school,married,mobile,March,2,311,2,unidentified,1
technical_specialist,37,college,married,mobile,May,6,195,1,other_outcome,1
executive,26,college,single,mobile,June,3,300,2,successful,1
executive,37,college,single,mobile,September,8,1081,2,unidentified,1
executive,45,college,married,mobile,February,2,190,4,unsuccessful,0
executive,42,college,divorced,unidentified,June,20,85,2,unidentified,0
manual_worker,47,elementary_school,divorced,mobile,February,6,479,2,unidentified,0
executive,42,college,single,mobile,July,24,1173,4,unidentified,0
retired_worker,61,elementary_school,married,mobile,February,17,113,1,unidentified,1
technical_specialist,26,high_school,single,mobile,October,14,133,2,unidentified,0
service_worker,31,elementary_school,divorced,mobile,May,7,623,1,successful,1
executive,34,college,married,mobile,May,6,181,1,unidentified,0
service_worker,41,unidentified,married,mobile,May,5,52,3,unidentified,0
retired_worker,72,college,married,landline,September,15,511,3,successful,1
business_owner,33,college,single,mobile,September,2,291,3,unidentified,1
independent_worker,31,college,married,mobile,November,10,318,2,successful,1
administrative_staff,65,high_school,married,mobile,June,2,310,1,unidentified,1
manual_worker,56,high_school,married,mobile,May,17,556,1,other_outcome,1
technical_specialist,30,college,married,mobile,August,27,976,12,unidentified,1
executive,42,college,single,unidentified,May,5,562,2,unidentified,1
student,28,high_school,single,mobile,July,14,87,3,other_outcome,1
technical_specialist,33,high_school,married,mobile,July,2,160,1,unidentified,0
technical_specialist,43,high_school,single,mobile,August,12,289,2,unidentified,1
administrative_staff,35,high_school,married,unidentified,June,18,209,12,unidentified,0
technical_specialist,50,high_school,divorced,mobile,April,1,280,1,successful,1
executive,42,college,single,mobile,August,28,13,21,unidentified,0
manual_worker,48,high_school,single,unidentified,June,12,185,2,unidentified,0
administrative_staff,53,college,married,unidentified,May,19,105,11,unidentified,0
manual_worker,58,high_school,married,mobile,April,24,160,1,unidentified,1
executive,35,high_school,married,unidentified,May,23,317,1,unidentified,0
administrative_staff,28,high_school,single,unidentified,May,28,158,2,unidentified,0
technical_specialist,54,high_school,married,mobile,November,17,92,1,unidentified,0
manual_worker,47,high_school,married,mobile,January,29,1101,1,unidentified,1
retired_worker,64,high_school,married,landline,July,29,301,3,unidentified,1
executive,51,elementary_school,married,unidentified,June,20,14,3,unidentified,0
manual_worker,49,high_school,married,mobile,July,25,682,10,unidentified,0
technical_specialist,31,high_school,married,unidentified,May,26,93,2,unidentified,0
executive,56,college,divorced,mobile,August,7,324,1,unidentified,1
service_worker,41,high_school,divorced,mobile,May,11,246,1,unidentified,0
executive,50,college,single,mobile,August,14,904,3,unidentified,1
technical_specialist,31,high_school,single,unidentified,June,4,35,1,unidentified,0
executive,60,high_school,married,mobile,August,13,418,4,unidentified,0
retired_worker,66,elementary_school,married,landline,January,28,203,3,unsuccessful,0
administrative_staff,36,college,divorced,mobile,December,3,284,1,unsuccessful,1
executive,52,college,married,mobile,August,12,106,2,unidentified,0
technical_specialist,46,high_school,divorced,mobile,August,7,429,3,unidentified,1
manual_worker,32,elementary_school,married,mobile,July,9,91,1,unidentified,0
manual_worker,55,unidentified,married,unidentified,June,6,685,3,unidentified,1
administrative_staff,44,college,divorced,mobile,March,31,262,2,unidentified,1
retired_worker,57,elementary_school,married,mobile,February,4,75,1,unsuccessful,0
technical_specialist,33,high_school,single,unidentified,May,30,275,9,unidentified,0
service_worker,36,high_school,married,mobile,July,8,716,5,unidentified,1
executive,72,college,married,landline,July,24,116,3,unidentified,0
service_worker,31,elementary_school,married,mobile,November,20,911,4,unidentified,0
service_worker,32,high_school,married,mobile,May,15,233,1,unsuccessful,0
technical_specialist,36,high_school,single,mobile,August,27,398,2,unsuccessful,1
administrative_staff,35,high_school,married,mobile,August,11,765,2,successful,1
retired_worker,75,high_school,married,landline,October,16,186,1,unsuccessful,1
jobless,45,high_school,single,mobile,February,5,437,1,unidentified,0
manual_worker,53,elementary_school,married,landline,April,14,61,3,unidentified,0
administrative_staff,51,high_school,single,mobile,July,23,638,2,unidentified,1
jobless,52,high_school,married,mobile,February,10,153,1,successful,1
executive,30,college,married,mobile,August,11,384,6,unidentified,1
retired_worker,65,college,married,landline,April,21,396,3,unidentified,1
technical_specialist,37,high_school,married,mobile,November,20,195,3,unsuccessful,0
manual_worker,36,high_school,single,unidentified,May,23,86,2,unidentified,0
executive,30,college,single,mobile,August,18,471,8,unidentified,1
executive,38,high_school,married,mobile,April,20,259,3,unidentified,0
jobless,42,unidentified,married,landline,November,17,725,1,successful,0
executive,29,college,single,mobile,June,4,224,1,unidentified,1
administrative_staff,28,high_school,divorced,mobile,May,14,578,1,unidentified,1
executive,56,elementary_school,married,mobile,February,3,996,1,unidentified,1
retired_worker,93,unidentified,married,mobile,July,22,860,2,successful,1
executive,64,unidentified,married,mobile,May,4,153,2,successful,1
technical_specialist,29,college,married,mobile,July,17,125,2,unidentified,0
service_worker,35,unidentified,married,mobile,August,12,293,1,successful,1
retired_worker,77,high_school,married,mobile,February,11,288,1,successful,1
service_worker,36,high_school,married,mobile,May,6,125,2,unidentified,0
manual_worker,50,elementary_school,married,mobile,July,14,111,3,unidentified,0
technical_specialist,35,high_school,married,mobile,November,21,89,1,other_outcome,0
service_worker,35,college,single,mobile,July,3,704,1,unidentified,1
executive,45,college,married,landline,August,31,473,2,successful,1
jobless,50,college,divorced,mobile,July,31,81,6,unidentified,0
domestic_worker,41,high_school,married,mobile,July,23,327,1,unidentified,0
service_worker,28,elementary_school,single,mobile,February,4,976,2,unidentified,1
administrative_staff,36,high_school,single,mobile,April,30,230,1,unidentified,1
independent_worker,28,college,single,unidentified,November,11,158,1,unidentified,1
manual_worker,25,high_school,single,mobile,July,24,736,2,unidentified,0
executive,31,college,single,mobile,August,12,359,2,unidentified,0
technical_specialist,30,high_school,single,mobile,April,9,743,1,unidentified,1
independent_worker,29,college,single,mobile,May,12,430,1,successful,1
retired_worker,68,unidentified,married,landline,June,8,149,1,unidentified,0
executive,42,college,married,mobile,April,30,316,1,unsuccessful,1
executive,30,college,married,mobile,July,9,127,1,unidentified,0
unidentified,77,unidentified,married,landline,May,7,300,3,unidentified,1
domestic_worker,56,high_school,divorced,mobile,October,1,760,1,unidentified,0
jobless,38,college,single,mobile,November,17,167,3,unidentified,0
service_worker,50,elementary_school,married,mobile,May,7,661,1,other_outcome,1
administrative_staff,46,elementary_school,divorced,mobile,April,26,465,2,successful,1
executive,58,unidentified,divorced,mobile,September,16,414,1,other_outcome,1
executive,36,college,married,mobile,September,8,708,2,successful,1
retired_worker,73,elementary_school,married,mobile,October,15,103,1,unidentified,0
administrative_staff,33,high_school,single,mobile,May,15,934,2,unsuccessful,1
administrative_staff,53,high_school,single,mobile,April,9,527,3,unidentified,1
retired_worker,54,high_school,divorced,mobile,May,8,53,2,unidentified,0
administrative_staff,31,high_school,married,mobile,May,14,680,1,successful,1
executive,40,college,married,mobile,August,13,737,4,unidentified,1
executive,49,college,married,mobile,May,8,813,1,unidentified,1
manual_worker,34,high_school,married,unidentified,May,21,145,1,unidentified,0
technical_specialist,32,high_school,single,mobile,November,20,628,1,unidentified,1
manual_worker,50,high_school,married,unidentified,May,14,673,2,unidentified,0
administrative_staff,52,high_school,married,landline,July,15,1142,4,unidentified,0
student,22,high_school,single,mobile,September,1,327,1,unidentified,1
service_worker,49,elementary_school,married,mobile,August,13,261,1,successful,1
executive,50,college,married,mobile,August,21,89,2,unidentified,0
business_owner,30,elementary_school,single,mobile,November,21,71,1,unidentified,0
administrative_staff,31,high_school,divorced,mobile,January,30,1776,2,unidentified,1
executive,30,college,single,mobile,August,10,179,3,successful,1
administrative_staff,30,high_school,single,mobile,May,14,884,3,unsuccessful,1
executive,44,college,married,mobile,March,11,188,3,unidentified,1
technical_specialist,58,elementary_school,married,landline,November,20,188,2,unidentified,0
technical_specialist,45,college,married,mobile,April,22,341,2,unidentified,1
business_owner,36,high_school,single,mobile,May,11,629,1,unsuccessful,1
technical_specialist,33,college,married,mobile,January,28,202,1,successful,1
independent_worker,35,college,married,mobile,March,5,106,1,unidentified,1
executive,29,college,married,mobile,April,27,121,8,unidentified,0
technical_specialist,37,college,married,mobile,August,25,192,1,successful,1
domestic_worker,66,elementary_school,divorced,landline,March,3,834,1,unidentified,1
unidentified,27,high_school,single,landline,February,26,232,1,unsuccessful,1
executive,35,college,single,mobile,April,14,133,8,successful,1
service_worker,46,high_school,married,mobile,August,20,81,2,unidentified,0
business_owner,36,college,married,landline,July,14,124,12,unidentified,0
executive,60,college,married,mobile,February,2,121,1,successful,0
retired_worker,72,elementary_school,divorced,landline,August,28,359,1,unidentified,0
retired_worker,74,college,married,landline,October,21,129,3,unidentified,0
technical_specialist,54,high_school,married,mobile,July,4,273,3,unidentified,0
jobless,31,elementary_school,divorced,unidentified,May,30,745,12,unidentified,1
administrative_staff,37,college,single,mobile,April,17,238,1,unsuccessful,0
executive,56,college,divorced,mobile,February,9,108,2,other_outcome,0
manual_worker,34,elementary_school,single,landline,July,10,336,4,unidentified,1
administrative_staff,53,high_school,married,mobile,February,6,3102,3,unidentified,1
technical_specialist,48,college,married,mobile,June,12,110,2,unidentified,0
manual_worker,30,high_school,married,mobile,April,9,62,2,unsuccessful,0
technical_specialist,29,high_school,single,unidentified,May,29,286,2,unidentified,0
student,20,high_school,single,unidentified,June,21,100,1,unidentified,1
manual_worker,32,elementary_school,married,unidentified,May,21,116,1,unidentified,0
technical_specialist,44,college,single,mobile,July,22,70,1,unidentified,0
administrative_staff,31,high_school,single,mobile,November,21,51,2,unsuccessful,0
manual_worker,32,high_school,divorced,unidentified,June,4,112,1,unidentified,0
manual_worker,53,high_school,single,unidentified,May,7,259,4,unidentified,0
executive,42,college,married,landline,September,8,376,2,unidentified,1
administrative_staff,53,high_school,married,mobile,May,8,286,2,unsuccessful,0
executive,33,college,single,mobile,June,29,421,2,unidentified,1
administrative_staff,55,high_school,married,mobile,January,11,210,1,successful,1
executive,32,college,single,unidentified,May,12,757,2,unidentified,1
technical_specialist,35,high_school,married,mobile,November,19,256,3,unidentified,0
unidentified,51,unidentified,married,landline,October,30,152,4,unidentified,0
executive,30,college,single,mobile,May,7,94,1,unidentified,0
service_worker,24,high_school,single,mobile,May,18,493,1,other_outcome,1
technical_specialist,50,unidentified,divorced,mobile,August,12,1336,2,unidentified,1
executive,34,college,married,unidentified,May,26,895,4,unidentified,1
independent_worker,53,high_school,married,mobile,May,7,57,2,unsuccessful,0
service_worker,31,high_school,single,mobile,July,2,217,3,unidentified,1
retired_worker,59,college,married,landline,March,27,234,2,unidentified,1
service_worker,31,high_school,single,mobile,April,30,325,1,unidentified,1
manual_worker,31,unidentified,single,mobile,October,22,257,1,other_outcome,1
retired_worker,58,elementary_school,married,mobile,August,18,194,2,unidentified,1
technical_specialist,37,college,single,mobile,February,6,141,1,unidentified,1
service_worker,30,unidentified,married,mobile,July,18,440,4,unidentified,0
manual_worker,37,elementary_school,married,mobile,May,8,80,4,other_outcome,0
jobless,39,college,single,mobile,June,2,369,1,unidentified,0
manual_worker,40,elementary_school,married,mobile,May,14,200,1,unidentified,0
technical_specialist,46,high_school,divorced,mobile,February,3,401,4,unidentified,0
independent_worker,38,college,single,landline,June,18,1603,10,unidentified,1
executive,25,college,single,mobile,April,30,458,1,unidentified,1
executive,37,college,married,mobile,August,27,1033,4,unidentified,1
domestic_worker,63,elementary_school,married,landline,August,26,128,3,unidentified,1
independent_worker,62,college,divorced,mobile,April,13,103,1,successful,1
administrative_staff,57,high_school,divorced,mobile,July,10,724,1,unidentified,1
manual_worker,41,high_school,married,mobile,May,8,729,1,unidentified,1
executive,31,college,married,mobile,April,30,461,1,unidentified,1
executive,49,college,married,mobile,November,17,208,1,successful,0
administrative_staff,58,high_school,married,mobile,August,13,880,1,successful,1
manual_worker,35,high_school,divorced,unidentified,May,30,574,1,unidentified,0
technical_specialist,37,high_school,married,mobile,November,20,232,4,unidentified,0
administrative_staff,43,high_school,married,landline,November,10,524,1,unidentified,1
technical_specialist,53,high_school,married,mobile,August,26,392,2,unidentified,0
business_owner,63,high_school,married,landline,November,8,360,1,successful,1
executive,31,college,divorced,mobile,July,17,536,5,unidentified,1
executive,58,college,married,unidentified,June,20,55,2,unidentified,0
administrative_staff,44,high_school,divorced,mobile,May,14,717,1,unidentified,1
executive,53,college,divorced,mobile,July,30,219,2,unidentified,0
technical_specialist,52,unidentified,married,mobile,January,28,144,1,unsuccessful,0
administrative_staff,37,high_school,married,mobile,June,2,107,1,unidentified,1
manual_worker,40,unidentified,single,landline,July,7,118,2,unidentified,0
executive,45,college,single,mobile,July,30,852,3,successful,1
administrative_staff,38,high_school,single,mobile,July,31,166,2,unidentified,0
service_worker,41,unidentified,married,mobile,July,29,710,2,unidentified,1
manual_worker,33,high_school,married,unidentified,May,23,29,3,unidentified,0
technical_specialist,59,high_school,married,mobile,August,14,200,4,unidentified,0
manual_worker,51,high_school,married,mobile,August,12,1226,3,unidentified,1
service_worker,55,high_school,divorced,mobile,May,27,275,3,other_outcome,0
manual_worker,36,high_school,married,mobile,April,20,345,2,other_outcome,0
administrative_staff,36,high_school,divorced,unidentified,May,21,671,3,unidentified,0
executive,44,college,married,mobile,July,15,97,5,unidentified,0
technical_specialist,45,high_school,married,mobile,November,20,283,1,unidentified,1
technical_specialist,34,high_school,married,mobile,August,5,231,2,successful,1
manual_worker,37,high_school,married,mobile,May,13,156,5,unsuccessful,0
manual_worker,32,high_school,married,unidentified,May,21,171,1,unidentified,0
executive,34,college,married,mobile,August,12,1307,4,unidentified,1
jobless,52,high_school,married,mobile,November,10,293,3,unsuccessful,1
administrative_staff,46,high_school,married,unidentified,May,15,646,3,unidentified,1
administrative_staff,38,college,married,mobile,August,7,206,2,unidentified,1
executive,43,college,married,mobile,April,16,453,1,unidentified,1
technical_specialist,38,high_school,married,mobile,November,25,232,1,successful,1
service_worker,42,high_school,married,mobile,May,15,670,4,unsuccessful,1
administrative_staff,26,high_school,single,mobile,August,14,209,2,successful,1
retired_worker,58,elementary_school,married,unidentified,May,16,38,2,unidentified,0
technical_specialist,43,high_school,married,mobile,January,28,41,1,unidentified,0
executive,51,college,married,mobile,September,1,181,1,unsuccessful,1
executive,32,college,single,mobile,August,26,10,18,unidentified,0
manual_worker,37,high_school,divorced,unidentified,May,27,345,1,unidentified,0
technical_specialist,48,high_school,married,mobile,August,19,99,7,unidentified,0
service_worker,40,high_school,married,landline,July,17,84,1,unidentified,0
executive,32,college,single,mobile,August,12,971,2,unidentified,1
executive,27,college,single,mobile,March,12,121,2,unsuccessful,0
service_worker,52,high_school,married,mobile,January,28,390,4,successful,1
retired_worker,74,college,married,mobile,March,15,192,1,successful,1
manual_worker,38,high_school,divorced,landline,April,20,162,1,successful,1
executive,58,college,married,mobile,July,31,85,4,unidentified,0
executive,30,college,married,mobile,May,5,334,6,unsuccessful,0
domestic_worker,39,elementary_school,married,landline,July,16,129,6,unidentified,0
manual_worker,37,elementary_school,married,mobile,May,12,690,1,unidentified,1
technical_specialist,34,high_school,married,mobile,August,21,179,2,unidentified,0
retired_worker,73,elementary_school,married,mobile,October,23,427,1,unsuccessful,1
executive,51,college,married,mobile,February,12,122,1,successful,1
executive,40,college,married,mobile,November,19,100,3,unidentified,0
business_owner,34,college,single,mobile,November,18,288,1,unidentified,0
independent_worker,31,college,single,mobile,August,6,157,4,unidentified,0
executive,29,high_school,married,mobile,May,14,1075,1,unsuccessful,1
executive,35,college,married,mobile,August,11,917,4,unidentified,1
technical_specialist,46,college,married,mobile,May,5,245,4,other_outcome,0
administrative_staff,35,high_school,divorced,mobile,November,21,808,2,unidentified,1
retired_worker,58,elementary_school,married,unidentified,May,5,50,1,unidentified,0
retired_worker,57,high_school,married,mobile,August,7,342,1,unidentified,1
administrative_staff,34,high_school,single,mobile,June,4,282,3,unsuccessful,1
domestic_worker,76,elementary_school,divorced,landline,October,19,233,2,successful,1
service_worker,35,college,married,mobile,July,11,134,2,unidentified,0
technical_specialist,38,high_school,divorced,unidentified,May,20,314,2,unidentified,0
business_owner,52,college,married,mobile,July,8,534,1,unidentified,1
executive,47,college,single,mobile,October,29,124,1,unidentified,1
administrative_staff,51,high_school,married,mobile,August,5,1092,1,unidentified,1
retired_worker,60,high_school,married,mobile,August,8,129,6,unidentified,0
student,22,high_school,single,mobile,November,8,449,2,other_outcome,1
administrative_staff,47,high_school,married,mobile,April,16,443,1,unidentified,1
independent_worker,39,college,single,mobile,April,20,13,2,other_outcome,0
technical_specialist,28,high_school,single,mobile,February,9,1183,2,unidentified,1
